date,gross_long,gross_short,gross_ls,turnover_long,turnover_short,cost_long,cost_short,net_ls,cum_gross_ls,cum_net_ls
2004-12-31,-0.03489469092899527,-0.007725775882328509,-0.02716891504666676,1.0,1.0,0.009324357351691988,0.0064397214676212115,-0.04293299386597996,0.9728310849533333,0.9570670061340201
2005-01-31,0.055018484520660126,-0.0047203886699030435,0.05973887319056317,1.8523431215686492,1.941415224962564,0.014307523826708846,0.01745381362392643,0.027977535739927888,1.0309469177731985,0.9838433825036405
2005-02-28,-0.035018117866334325,-0.050604037944351574,0.015585920078017249,1.8803887855022878,1.7900536431770713,0.01151690826139914,0.01653177401647245,-0.012462762199854342,1.0470151740382898,0.9715819763855973
2005-03-31,-0.012123579330420534,-0.08474799588607926,0.07262441655565872,1.943705458872055,1.8588219650283668,0.01349284314149866,0.017890810407478717,0.04124076300668135,1.123054040177742,1.0116507584152787
2005-04-30,0.05303981256083695,0.08183332856638062,-0.028793516005543668,1.621792750287592,1.833603534624935,0.011886002278127805,0.02029119642739753,-0.060970714711069005,1.0907173656967937,0.9499696886367043
2005-05-31,0.029118913201457913,0.036907862385390476,-0.0077889491839325635,1.8069039496740942,1.8664438541630224,0.01239186998600987,0.015234943250885508,-0.035415762420827945,1.0822218235613486,0.9163257878369588
2005-06-30,0.0434970116426988,0.09764164859305485,-0.054144636950356054,1.7673338095547546,1.9606556355324734,0.01303217668440139,0.012675031809715406,-0.07985184544447285,1.023625315824867,0.8431554826498171
2005-07-31,-0.0019724277540646034,-0.011166099720251331,0.009193671966186728,1.8979584580975088,1.9441085020132118,0.013642056691422691,0.010093748982566264,-0.014542133707802227,1.033036191194845,0.830894202884657
2005-08-31,0.05994194463629094,-0.021740835111484814,0.08168277974777576,1.852607090284211,1.943666486890793,0.012750941280789298,0.012376029084844694,0.05655580938214176,1.1174174588716945,0.8778860970397282
2005-09-30,-0.05747917516601729,-0.017747179241969828,-0.03973199592404746,1.6018666387605098,1.8054471255809843,0.010949759045152982,0.013468778757728684,-0.06415053372692912,1.0730202329503449,0.8215692353631789
2005-10-31,0.049741583837338926,0.053079324398030814,-0.0033377405606918875,1.8587496651624704,1.8901814686473848,0.01482692414882177,0.015289653327609697,-0.03345431803712336,1.0694387697963834,0.7940841968738228
2005-11-30,0.009216952549619772,0.02546676612032002,-0.016249813570700246,1.8896491740289785,1.9381590727406721,0.012675821801195225,0.014068764272287735,-0.04299439964418321,1.0520605891619133,0.7599430235622995
2005-12-31,0.09719298138746776,0.08443991650364566,0.012753064883822107,1.7216885998059492,1.8630407905076871,0.012734940943500764,0.01392712320801777,-0.013908999267696426,1.0654775861172072,0.7493729766040804
2006-01-31,-0.047484539132875404,0.010570132442853396,-0.0580546715757288,1.7952222721247486,1.9704458923787826,0.01404609863595526,0.012927092328361953,-0.08502786254004602,1.0036216347838725,0.6856553941581636
2006-02-28,0.04980107049416123,0.05774134791192681,-0.007940277417765582,1.8541693951298681,1.986968479072146,0.015747645062277306,0.012506214473573146,-0.036194136953616035,0.9956526005812171,0.6608386889190174
2006-03-31,0.016589221299217347,0.023525510092810162,-0.006936288793592815,1.6818402991742933,1.9439198085088414,0.013128479655875068,0.012684140915664943,-0.032748909365132826,0.9887464666054939,0.6391969425906353
2006-04-30,-0.025413176809684405,-0.06302357443205873,0.03761039762237433,1.8325593674820326,1.9235011986635808,0.015265653289519777,0.012010604575053471,0.010334139757801081,1.0259336143622442,0.6458024931281261
2006-05-31,0.004155784418652673,-0.014493266255634171,0.018649050674286845,1.8606231395053574,1.9398319400261395,0.012740248283035722,0.015885916569536453,-0.00997711417828533,1.04506630232494,0.6393592479175655
2006-06-30,-0.05194078066642948,-0.06520790770931391,0.013267127042884429,1.8639759868848378,1.902704505589547,0.012229382473483203,0.017318537116433233,-0.016280792547032005,1.0589313297261225,0.6289499726391933
2006-07-31,0.019146022582373357,0.07416577109647017,-0.055019748514096814,1.963957363951795,1.891509976417782,0.013972186003912073,0.01828172596235659,-0.08727366048036547,1.000669194270893,0.5740592062679452
2006-08-31,0.015020867247074389,0.02079640216355535,-0.005775534916480959,1.9847721765246464,1.9057780666603543,0.013521382705706395,0.014910165280768304,-0.034207082902955654,0.9948897943995345,0.5544223154079326
2006-09-30,0.04425764232915491,0.0533984640503164,-0.009140821721161485,1.8795986860743663,1.707968526669815,0.013993194909362778,0.012155184981665141,-0.0352892016121894,0.9857956841567254,0.5348571945412053
2006-10-31,0.0381594719227423,0.017814751227754264,0.020344720694988036,1.8893167978710352,1.9481399273117932,0.01441107635617702,0.014589886863314527,-0.008656242524503512,1.0058514220132186,0.530227340949281
2006-11-30,-0.013486261426402356,0.018940575864921406,-0.032426837291323764,1.8206203330589523,1.9468100969184114,0.013617523709293741,0.012393685303967897,-0.058438046304585406,0.9732348416123493,0.4992418910469298
2006-12-31,0.005581754157399197,0.02880666354210406,-0.02322490938470486,1.9201288214380625,1.9585035055552469,0.012131125942552445,0.013801612394554689,-0.049157647721812,0.9506315506058649,0.4747003340388736
2007-01-31,-0.022103005115395053,-0.006816917993815598,-0.015286087121579455,1.87781369515199,1.9448483307291564,0.013021537753333114,0.015658342282773498,-0.04396596715768607,0.9361001139027815,0.45382967474277786
2007-02-28,0.019739941580594056,-0.013696856545911516,0.033436798126505574,1.8611688715211314,1.9475487360507562,0.012193904930372784,0.011567245376028339,0.00967564782010445,0.9674003044375477,0.45822077084590157
